card_id,benefit_seq,category,benefit_type,rate,is_selectable,icon_type,dt_class,summary,detail
2676,1,해외,할인,2%,N,,,해외 이용,2%할인
2676,2,기타,기타,,N,,,공항라운지,연 2회무료 이용
2676,3,기타,할인,50%,N,,,디지털콘텐츠,50%할인
2676,4,기타,기타,,N,,,전월실적,50만원 이상
2676,5,해외,할인,1.0%,N,,,"수수료우대
해외 수수료 할인","해외 수수료 할인
- 전월 이용금액에 관계없이, 할인한도 없이 해외수수료 결제일 할인
- 브랜드사수수료(1.0%), 해외이용수수료(0.2%) 할인
- 해외 온라인 거래 시 국내 가맹점 번호로 승인 처리되는 일부 결제 건(국내전자지급 결제대행사를 통한 결제 등)은 제외
- 해외 겸용 카드에 한해 제공
- 해외 이용 관련 자세한 내용은 '유의사항'에서 확인"
2676,6,해외,할인,2%,N,,,"해외이용
해외 2% 할인","해외 2% 할인
- 전월 이용금액에 관계없이, 해외 2% 결제일 할인
구분 할인 대상
해외 해외 가맹점 및 해외 직접구매 이용건
- 통합 월 할인한도 : 30만원
- 해외 온라인 거래 시 국내 가맹점번호로 승인 처리되는 일부 결제건(국내 전자지급 결제대행사를 통한 결제 등)은 할인 대상에서 제외
- 해외겸용카드에 한해 제공
- 해외 이용 관련 자세한 내용은 ‘유의사항’에서 확인"
2676,7,해외,할인,5%,N,,,"삼성페이
삼성페이로 결제 시 해외 오프라인 가맹점 5% 할인","삼성페이로 결제 시 해외 오프라인 가맹점 5% 할인
- 해외 오프라인 가맹점에서 삼성페이로 결제 시 5% 결제일 할인
전월 이용금액대별 통합 월 할인한도
50만원 이상
100만원 이상
10,000원 20,000원
- 발급월+1개월까지는 전월 이용금액 50만원 미만 시에도 50만원 이상~100만원 미만 실적구간 혜택 제공(전월 이용금액 100만원 이상 시에는 해당 실적구간 혜택 제공)
- 월 할인한도 초과 시 다음 결제건부터 ‘해외 2% 할인’ 적용
- 삼성페이 앱을 통한 간편결제건(스마트폰 NFC)에 한함
- 해외겸용카드에 한해 제공
- 해외 이용 관련 자세한 내용은 ‘유의사항’에서 확인"
2676,8,기타,기타,,N,,,"공항라운지
공항 라운지 서비스 (The Lounge)","공항 라운지 서비스 (The Lounge)
- 국내외 공항 라운지 본인 이용 무료
- 통합 월 1회, 연 2회 제공(연 기준 : 발급월로부터 12개월)
- 전월 이용금액 50만원 이상 시 제공
- 발급월+1개월까지는 전월 이용금액 50만원 미만 시에도 제공
- The Lounge 앱 설치 후 해당 카드 등록 시 라운지 이용권 다운로드 가능
- 라운지 이용 시 안내데스크에 라운지 이용권, 탑승권 제시
- 항공권의 탑승자 이름, 앱에 등록된 이름이 동일해야 이용 가능
- The Lounge 앱 아이디 공유 및 라운지 이용권 양도 불가
- 이용권 다운로드 후 24시간 이내에 사용하지 않을 경우 자동 취소되며, 사용횟수는 복원됨
- 이용 가능 라운지, 사용방법 등 서비스 관련 자세한 내용은 The Lounge 홈페이지(theloungemembers.com)/앱 또는 고객센터(+82-2- 2664-7436)를 통해 확인"
2676,9,기타,할인,50%,N,,,"디지털구독
인앱 결제/디지털콘텐츠/멤버십 50% 할인","인앱 결제/디지털콘텐츠/멤버십 50% 결제일 할인
구분 할인 대상
인앱 결제 구글플레이, 앱스토어
디지털콘텐츠 넷플릭스/디즈니+/유튜브 프리미엄 정기결제건
멤버십 쿠팡 로켓와우 멤버십/네이버플러스 멤버십 정기결제건

전월 이용금액대별 통합 월 할인한도
50만원 이상
100만원 이상
10,000원 20,000원
- 발급월+1개월까지는 전월 이용금액 50만원 미만 시에도 50만원 이상~100만원 미만 실적구간 혜택 제공(전월 이용금액 100만원 이상 시에는 해당 실적구간 혜택 제공)
- 인앱 결제, 디지털콘텐츠는 국내 온라인 가맹점에 한함
- 결제 수단에 해당 카드 등록 후 결제 시 혜택 제공 (단, 간편결제건은 제외)"
2676,10,기타,할인,1%,N,,,"생활
일상 필수 영역 1% 할인","일상 필수 영역 1% 할인
구분 할인 대상
온라인 간편결제 삼성페이, 네이버페이, 카카오페이
항공 대한항공, 아시아나항공, 제주항공, 진에어, 티웨이항공
여행 여행사
면세점 신라면세점
리셀쇼핑 크림, 솔드아웃
온라인쇼핑몰 쿠팡, 티몬, 위메프, SSG.COM, G마켓, 옥션, 11번가, 인터파크, 삼성카드 쇼핑
백화점 신세계백화점, 롯데백화점, 현대백화점
홈쇼핑 GS SHOP, CJ온스타일, 롯데홈쇼핑, 현대홈쇼핑
편의점 CU, GS25, 세븐일레븐, 미니스톱, 이마트24
커피전문점 스타벅스, 이디야커피, 투썸플레이스, 커피빈, 블루보틀
주유 주유소, LPG충전소
- 전월 이용금액에 관계없이, 할인한도 없이 일상 필수 영역 1% 결제일 할인
- 온라인 간편결제는 국내 온라인 가맹점에 한하며, 오프라인 매장 결제건(바코드, QR코드, 스마트폰 NFC/MST 등)은 제외
- 면세점은 국내 오프라인 매장 및 공식 홈페이지/앱(내국인 전용)을 통한 결제건에 한하며, 임대매장 및 해외 오프라인 매장은 제외
- 백화점은 오프라인 결제건에 한하며, 쇼핑 외 결제건(상품권, 주차장 등), 임대매장은 제외
- 편의점은 오프라인 결제건에 한하며, 백화점, 할인점, 쇼핑몰 등의 임대매장은 제외
- 홈쇼핑은 공식 홈페이지/앱/ARS를 통한 결제건에 한함
- 커피전문점은 오프라인 결제건에 한하며, 백화점, 할인점, 쇼핑몰 등의 임대매장은 제외 (단, 스타벅스의 경우, 사이렌오더 결제건도 혜택 제공)"
2676,11,기타,할인,0.5%,N,,,"할인
국내 가맹점 0.5% 할인","국내 가맹점 0.5% 할인
- 전월 이용금액에 관계없이, 할인한도 없이 국내 가맹점 0.5% 결제일 할인"
2676,12,기타,할인,1.0%,N,,,"유의사항
꼭 확인하세요!","서비스 제공 공통 기준
전월 이용금액 기준
- 매월 1일부터 말일까지 이용한 일시불 및 할부 이용금액 (단기카드대출(현금서비스), 장기카드대출(카드론), 각종 수수료 및 이자(할부수수료, 카드대출 이자 등), 연체료, 연회비 납부건은 일시불 및 할부 이용금액에 해당되지 않음)

전월 이용금액 제외 대상
- 해외 전체 이용금액
- 건강보험/국민연금/고용보험/산재보험 및 장애인 고용부담금, 국세/지방세/공과금 납부건
- 아파트 관리비, 부동산 임대료 납부건
- 유치원 납입금, 초/중/고등학교 학교납입금, 대학 등록금 납부건
- 대중교통, 택시 이용금액
- 기프트/선불카드(포인트, 사이버머니 등 전자지급수단 포함) 구매 및 충전, 상품권 구매건

할인 제외 대상
- 무이자할부 이용금액
- 삼성카드 할인이 적용된 일시불 및 할부 이용금액
- 건강보험/국민연금/고용보험/산재보험 및 장애인 고용부담금, 국세/지방세/공과금 납부건
- 부동산 임대료 납부건
- 유치원 납입금, 초/중/고등학교 학교납입금, 대학 등록금 납부건
- 대중교통, 택시, 고속버스(차내 단말기 및 고속버스 앱 결제), 고속도로 통행요금 납부건
- 기프트/선불카드(포인트, 사이버머니 등 전자지급수단 포함) 구매 및 충전, 상품권 구매건
- 문자알림서비스, 스마트오토서비스 이용금액
- 삼성카드와 구매캐시백 포인트 제공 계약을 체결한 일부 가맹점 의약품/유류 구매한도 대금결제건

기타
- 삼성카드의 다른 결제일할인 혜택과 중복 적용되지 않으며, 할인 혜택이 큰 금액만 적용
- 할인 혜택은 승인일 기준으로 적용
- 전월 이용금액 산정은 승인일 기준으로 적용. 다만, 해외 결제건 및 무승인 결제건(예 : 대중교통, 이동통신 등 정기결제건 등)은 매출전표 접수일 기준으로 적용
- 자체 가맹점번호로 승인 처리되는 일부 결제건(간편결제, 키오스크 등)은 할인 대상에서 제외

안내사항
- 삼성카드 가맹점 업종 분류 기준에 의한 등록 가맹점에한함
- 삼성카드는아래 항목을 공과금으로  분류함
  *전기요금, 사회보험료(건강보험/국민연금/고용보험/산재보험), 우편요금, 도시가스요금, 여권 발급비용, 상하수도요금, 과태료, 범칙금, 벌금, 국가/공공기관/공공단체(지방자치단체, 공공조합, 영조물, 공재단)에서 개설한 가맹점 이용금액
- 결제 취소금액은 매출 취소 전표가 삼성카드에 접수된 달의 이용금액에서 차감
- 혜택이 적용된 결제건이 취소될 경우, 할인, 포인트 적립 등의 횟수 및 한도는 매출 취소 전표가 접수된 이후에 복원
- 포인트가 적립된 결제건이 취소될 경우, 해당 포인트는 보유 포인트에서 자동 차감되며, 포인트 부족 시 카드 결제계좌에서 자동 출금

연회비
  총 연회비 기본 연회비 제휴 연회비
해외겸용 Mastercard 2만원 7천원 1만 3천원
국내전용  
- 후불교통기능이탑재되어발급
- 해외겸용카드는 컨택리스 결제 지원
- 연회비는 카드 발급일(발급 첫 해에는 카드 사용등록일)을 기준으로 매년 청구
[예외 기준]
· 카드 발급일(발급 첫 해에는 카드 사용등록일)에 연회비가 청구되지 않은 경우 최초 이용일 기준으로 해당 결제일에 청구
· 매년 카드 발급일을 기준으로 직전 1년 이내 실적이 없는 경우 연회비가 청구되지 않음
· 재발급, 갱신 시에는 이전 카드의 카드 발급일을 기준으로 연회비 청구
- 연회비는 기본 연회비와 제휴 연회비로 구분
- 해당 카드 연회비(기본 연회비+제휴 연회비)는 카드별로 청구
- 카드 중도 해지 시, 연회비 반환 금액은 회원이 카드사와 계약을 해지한 날부터 일 단위로 나누어 계산(카드 이용이 가능하게 된 날을 기준으로 계산)하여 반환됨. 카드의 발행, 배송 등 카드 발급에 소요된 비용(신규 가입연도에 해당)은 반환 금액에서 제외되며, 제휴 연회비가 있는 경우에는 카드 이용 시 제공되는 추가적인 혜택 등 부가서비스 제공에 소요된 비용이 추가적으로 반환 금액에서 제외됨
- 연회비 반환 금액은 계약을 해지한 날로부터 10일(영업일 기준) 이내에 반환됨. 부가서비스 제공 내역 확인에 시간이 소요되는 등 불가피한 사유가 있을 때에는 계약을 해지한 날로부터 3개월 이내에 반환됨

유의사항
- 결제계좌 개설 기관의 영업 마감시간(평일 16:00) 이후 결제대금 입금 시, 해당 기관의 사정에 따라 입금 당일에 출금되지 않으면 연체료가 발생할 수 있습니다.
- 즉시결제, 가상계좌, 무통장입금을 이용하시면 위의 영업 마감시간 이후에도 당일 입출금이 가능합니다.
  - 이용방법
  ・홈페이지(PC)→전체메뉴→마이→카드대금결제→즉시결제또는가상계좌
  ・앱 → 전체메뉴 → 대금결제 → 즉시결제 또는 가상계좌
- 카드를 이용하는 경우 제공되는 포인트 및 할인혜택 등의 부가서비스는 카드 신규 출시(2024년 1월 30일) 이후 다음 사유 중 어느 하나에 해당하는 경우 외에는 변경할 수 없습니다. (단, 회원의 권익을 증진하거나 부담을 완화하는 경우는 제외)
- 카드사가 부가서비스를 변경하는 경우에는 변경사유, 변경 내용 등을 다음에서 정하는 기간에 따라 서면교부, 우편 또는 전자우편, 전화 또는 팩스, 휴대폰 메시지 또는 이에 준하는 전자적 의사표시 중 2가지 이상의 방법으로 고지하여 드립니다.
  ①카드사의 휴업·파산·경영상의 위기 등에 따른 불가피한 경우 : 사유발생 즉시
  ②제휴업체의 휴업·파산·경영상의 위기로 인해 불가피하게 부가서비스를 축소·변경하는 경우로서 다른 제휴업체를 통해 동종의 유사한 부가서비스 제공이 불가한 경우 : 사유발생 즉시
  ③제휴업체가 카드사의 의사에 반하여 해당 부가서비스를 축소하거나 변경 시, 당초 부가서비스에 상응하는 다른 부가서비스를 제공하는 경우 : 사유발생 즉시
  ④부가서비스를 3년 이상 제공한 상태에서 해당 부가서비스로 인해 상품의 수익성이 현저히 낮아진 경우 : 부가서비스 변경일 6개월 전부터 매월
- 해외에서 카드 결제 시, 현지 통화가 아닌 원화로 결제하는 경우 해외원화결제 서비스(DCC) 수수료가 추가로 발생할 수 있으므로 유의하시기 바랍니다. - 해외원화결제서비스(DCC) 차단방법 : 홈페이지(PC) 또는 앱 →전체메뉴 → 고객센터 → 해외 이용 → 해외 이용 잠금 서비스
- 해외 이용 시(해외 사이트 거래 포함) 미화(USD) 기준 거래미화금액에 접수일의 우리은행 최초 고시 전신환매도율을 적용한 후, 국제브랜드사가 부과하는 브랜드사수수료(Mastercard 1.0%)와 삼성카드가 부과하는 해외이용수수료 (0.2%)를 합산하여 원화로 청구됩니다.
  * 브랜드사수수료의 경우 국제브랜드사 정책에 따라 변경될 수 있음
- 해외 이용 시 청구금액 산출방법은 아래와 같습니다.
  * 해외 이용 시 청구금액=(거래미화금액×전신환매도율1)+ 브랜드사수수료2 + 해외이용수수료3
  ① 전신환매도율 : 접수일의 우리은행 최초 고시 전신환매도율
  ②브랜드사수수료=(거래미화금액×국제브랜드 이용 수수료율 1.0%)× 전신환매도율
  ③해외이용수수료=(거래미화금액×해외서비스 수수료율 0.2%)× 전신환매도율"
2844,1,기타,할인,0.8%,N,,,국내외 가맹점,0.8%청구 할인
2844,2,마트/편의점,할인,1.6%,N,,,온라인몰/대형마트,1.6%청구 할인
2844,3,기타,기타,,N,,,전월실적,없음
2844,4,기타,할인,0.8%,N,,,"할인
[기본 혜택] 실적·한도 제한 없이 국내외 가맹점 0.8% 청구 할인","[기본 혜택] 실적·한도 제한 없이 국내외 가맹점 0.8% 청구 할인 
- 해외 이용 금액 할인은 국내외겸용 카드에 한해 적용
- 해외 가맹점 이용 시 별도의 수수료가 부과되니, 국제브랜드 수수료 관련 자세한 내용은 상품설명서 ‘카드 이용 유의사항’ 참고"
2844,5,통신,할인,1.6%,N,,,"할인
[추가 혜택] 온라인몰, 대형마트, 교육, 주유, 이동통신 요금 10만원 이상 결제 시 1.6% 청구 할인","[추가 혜택] 온라인몰, 대형마트, 교육, 주유, 이동통신 요금 10만원 이상 결제 시 1.6% 청구 할인 
대상점 
- 온라인몰 : 네이버플러스 스토어, 쿠팡, SSG.COM, G마켓, 옥션 
- 대형마트 : 이마트, 농협하나로마트, 롯데마트 
- 교육 : 학원/유치원 업종 
- 주유 : 주유 업종 
- 이동통신 요금 : SKT, KT, LG U+ 
- 추가 혜택 적용을 위한 최소 결제 금액은 10만원 이상 단일 결제 건 기준(결제 금액 합산 불가) 
- 대상점에서 10만원 이상 결제 후 부분 취소 금액 발생으로 최종 결제 금액이 10만원 미만으로 변경된 경우 기본 혜택 적용 
- 추가 혜택은 대상점별 국내 가맹점에 한해 제공(해외 가맹점 이용 시 기본 혜택 대상점으로 구분되어 기본 혜택 적용) 
- 온라인몰은 대상점 공식 홈페이지 및 앱 내 결제 건에 한해 추가 혜택 적용되며, 상품 선택 시 연결된 다른 사이트 및 앱에서 결제한 경우 국내외 가맹점으로 구분되어 기본 혜택 적용
* 네이버플러스 스토어의 경우 네이버 도메인(naver.com)으로 확인되는 가맹점에 한해 추가 혜택 적용
* 쿠팡의 경우 쿠팡이츠 결제 건은 국내외 가맹점으로 구분되어 기본 혜택 적용
- 대형마트의 경우 온라인몰, 기업형 슈퍼마켓(이마트 에브리데이, 홈플러스 익스프레스, 롯데슈퍼 등), 주차장, 문화센터, 임대 매장 이용 금액은 국내외 가맹점으로 구분되어 기본 혜택 적용
* 농협하나로마트 내 임대 매장 및 문화센터, 구매사업장, 기타 도매형 매장, 온라인몰(농협몰)은 혜택 제외 
- 주유 업종 중 LPG 충전소, 수소차 및 전기차 충전소는 국내외 가맹점으로 구분되어 기본 혜택 적용
- 이동통신 요금의 경우 비정기 결제 건 및 알뜰폰·선불폰·결합상품(인터넷, TV,유선전화 등) 이용 금액은 국내외 가맹점으로 구분되어 기본 혜택 적용 
- 추가 혜택 가맹점 이용 시 추가 혜택 우선 적용되며 기본 혜택과 중복 적용되지 않음
- 별도 가맹점번호로 승인되는 일부 결제 건(간편결제, PG결제결제대행),키오스크 등)은 국내외 가맹점으로 구분되어 기본 혜택 적용"
2844,6,기타,할인,0.8%,N,,,"할인
X 긴급할인(선지급 포인트 서비스)","X 긴급할인(선지급 포인트 서비스)
- 최대 50만 X캐시백(포인트) 먼저 받아 할인받고 카드 이용하며 받는 할인 혜택으로 상환
이용 방법
Step 1. 현대카드 앱에서 ‘X 긴급할인’ 선택
Step 2. 최대 50만까지 10만 단위로 X캐시백(포인트) 적립
Step 3. 적립된 X캐시백(포인트) 사용
Step 4. 현대카드 ZERO Up의 기본 혜택 및 추가 혜택으로 받는 할인 금액으로 최대 24개월 동안 상환

X캐시백(포인트) 사용 방법
① 현대카드 앱에서 ‘보유 포인트 > X캐시백 > 사용’ 선택 
② 현대카드 ZERO Up의 본인 카드 이용 내역 중 X캐시백(포인트) 사용할 이용 건을 선택
③ X캐시백(포인트) 사용으로 이용 금액 즉시 결제                   
* 상환되지 못한 긴급할인 X캐시백(포인트)이 남아있을 경우 별도 현금 청구(보유한 긴급할인 X캐시백(포인트)으로 우선 상환 후 잔액 청구)
* X 긴급할인(선지급 포인트 서비스) 및 X캐시백 사용과 상환에 대한 자세한 내용은 해당 약관 또는 ‘현대카드 앱 > X 긴급할인’ 참고
* X 긴급할인(선지급 포인트 서비스)는 할인이 아닌 상환해야 할 부채이니 이용에 유의

X긴급할인 상환 예시
- 현대카드 ZERO Up 보유 회원이 X 긴급할인으로 50만 X캐시백 받고 24개월간 상환할 경우
혜택 할인율 월 이용 금액 상환 금액(월) 상환 금액(연) 누적 상환 금액(24개월)
기본 0.8% 100만원 8천 9만 6천 19만 2천
추가 1.6% 90만원 1만 4천 4백 17만 2천 8백 34만 5천 6백
합계
190만원 2만 2천 4백 26만 8천 8백 53만 7천 6백
*  위 내용은 예시이며 사용처별 이용 금액에 따라 실제 혜택과 상환 기간은 달라질 수 있음
* ﻿﻿혜택 대상점 및 기타 기준은 상품설명서 '기본 혜택', '추가 혜택' 참고"
2844,7,기타,기타,,N,,,"프리미엄 서비스
메탈 플레이트 제공","메탈 플레이트 제공
- 본인 회원 신청 시 제공되며, 발급 수수료 10만원 별도 부과
- 국내외겸용(Visa Platinum) 카드 신청 시 발급 가능
- 일부 ATM 기기에서 이용 불가
- 메탈 플레이트 특성상 수작업으로 제작되어 신청일로부터 발급까지 평균 3주 내외 소요(플레이트 수급 상황에 따라 소요 기간은 달라질 수 있음)
- 본인 카드 기본 플레이트와 유효 기간이 동일하며, 기본 플레이트 해지 시 메탈 플레이트도 동시 해지"
2844,8,기타,할인,,N,,,"유의사항
꼭 확인하세요!","기본 및 추가 혜택 공통 유의사항 
- 실적 조건 및 할인 한도 없음 
- 모든 가맹점은 현대카드 가맹점 등록 및 업종 분류 기준 

할인 제외 기준 
- 장기카드대출(카드론), 단기카드대출(현금서비스), 연회비, 제수수료, 이자 
- 국제브랜드 수수료 및 해외서비스 수수료 
- 공과금 납부액(국세, 관세, 지방세, 지방세외수입, 상하수도 요금, 벌과금, 과태료, 인지세, 송달료, 민원 발급 수수료 등 국가 또는 공공단체가 부과하는 부담금) 
- 전기 요금, TV 수신료, 도시가스 요금, 아파트 관리비, 부동산 임대료(월세), 자동납부 서비스 이용 수수료 
- 초·중·고교 학교 납입금, 대학·대학원 등록금 납부 결제 건 
- 상품권 등 현금성 유가증권 구매 및 선불 카드 구매·충전 금액 
- 건강보험, 국민연금, 고용보험, 산재보험 및 장애인 고용 부담금 
- 고속도로 통행 요금, 후불하이패스카드 이용 금액, 고속버스(차내 단말기 및 고속버스 앱 결제 포함) 
- 현대카드의 모든 할인 및 무이자 할부 서비스 적용된 결제 건의 전체 이용 금액

기타 기준 
- 정상 금액 결제 후 회원별 카드 이용 대금 청구일에 할인 적용된 금액으로 청구 
- X 긴급할인(선지급 포인트 서비스)을 이용하는 경우, 기본 혜택 및 추가 혜택으로 받는 할인 금액은 X 긴급할인 상환으로 적용(본인 및 가족 카드 통합 기준)"
2835,1,기타,할인,10%,N,,,카페,10%할인
2835,2,쇼핑,할인,10%,N,,,쇼핑,10%할인
2835,3,기타,할인,20%,N,,,정기결제,최대 20%할인
2835,4,기타,기타,,N,,,전월실적,40만원 이상
2835,5,기타,할인,10%,N,,,"할인
Time Plan 서비스","Time Plan 서비스
- DAY 10% 결제일 할인 : 카페/음식점
- NIGHT 10% 결제일 할인 : 편의점 / 배달앱
시간 영역 대상 가맹점
DAY(07~15시) 카페 스타벅스, 투썸플레이스, 폴바셋, 커피빈, 메가커피, 이디야
음식점 한식, 일식, 양식, 중식, 일반대중음식, 패스트푸드, 뷔페 업종
NIGHT(18~22시) 편의점 CU, GS25, 세븐일레븐, 이마트24
배달앱 배달의민족, 요기요, 쿠팡이츠
- 각 영역(카페/음식점/편의점/배달앱) 별로 일 1회 할인됩니다. 
- 할인받기 전 이용금액 기준 1회 1만원까지 할인됩니다.
- DAY(카페/음식점) 할인은 승인시간 기준으로 07시 00분부터 15시 00분까지 적용되며, NIGHT(편의점/배달앱) 할인은 승인시간 기준으로 18시 00분부터 22시 00분까지 적용됩니다. 
- 카페, 음식점, 편의점 영역은 오프라인 매장 이용 시에만 할인됩니다. 단, 백화점, 할인점, 면세점, 공항, 기차역 등 입점된 임대 매장 이용 시에는 할인되지 않습니다. 
- 카페 영역은 스타벅스 사이렌오더 등 스마트 오더 이용 시에도 할인됩니다. 
- 배달앱 영역은 공식 배달앱에서 ‘앱 내 카드결제’ 시 할인되며, ‘현장결제’(물품 수령 시 결제)는 할인되지 않습니다. 
- 배달앱으로 카페/음식점/편의점 주문 시에는 카페/음식점/편의점 할인이 적용되지 않습니다.
- 카페 영역의 대상 가맹점이 음식점 업종에 해당할 경우 카페 할인이 적용 되며, 음식점 할인은 적용되지 않습니다. 

월 통합 혜택 한도(Time Plan 서비스)
구분 40만원 이상 80만원 미만 80만원 이상 120만원 미만 120만원 이상 180만원 미만 180만원 이상
Time Plan 5천원 1만원 1만 5천원 2만원
- Time Plan 서비스 제외 대상을 포함한 유의사항 및 전월 이용 금액 관련 상세 기준은 ‘신한카드 Discount Plan+' 상품안내장을 확인해 주시기 바랍니다."
2835,6,쇼핑,할인,10%,N,,,"쇼핑
[Daily Plan 서비스] 쇼핑 10% 결제일 할인","[Daily Plan 서비스] 쇼핑 10% 결제일 할인
- 마트 / 온라인쇼핑 / 아울렛 / 잡화
영역 대상 가맹점
마트 이마트, 트레이더스 홀세일 클럽, 롯데마트
온라인쇼핑 네이버플러스 스토어, 쿠팡, SSG.COM, 무신사, 29CM
아울렛 신세계사이먼 프리미엄아울렛, 현대 프리미엄 아울렛, 롯데 프리미엄 아울렛
잡화 올리브영, 다이소
- 각 영역(마트/온라인쇼핑/아울렛/잡화) 별로 일 1회, 월 5회까지 할인됩니다.
- 할인받기 전 이용금액 기준 1회 5만원까지 할인됩니다. 
- 마트, 아울렛 영역 및 다이소는 오프라인 매장 이용 시에만 할인됩니다. 
- 마트 영역은 대상 가맹점 외 창고형 할인매장, 기업형 슈퍼마켓(이마트 에브리데이, 롯데슈퍼 등) 이용 시에는 할인되지 않습니다. 
- 마트, 아울렛 영역은 주차비, 문화센터 및 마트/아울렛 내 입점된 임대 매장 이용 시에는 할인되지 않습니다. 
- 온라인쇼핑 영역은 쿠팡 와우 멤버십, 네이버플러스 멤버십 요금 등 멤버십 및 구독형 서비스, 쿠팡이츠 이용 시에는 할인되지 않습니다. 
- 온라인쇼핑 영역은 대상 가맹점의 공식 홈페이지 또는 모바일앱 이용 시에만 할인 되며, 상품 선택 시 연결된 다른 사이트 및 앱에서 결제한 경우 할인 되지 않습니다. 
- 온라인쇼핑 영역은 항공권, 티켓 구매와 같이 서비스 대상 가맹점이 아닌 별도 가맹점으로 결제되는 경우 할인되지 않습니다. 
- 올리브영은 오프라인 매장 및 공식 홈페이지/모바일앱 이용 시 할인됩니다"
2835,7,교통,할인,5%,N,,,"교통
[Daily Plan 서비스] 이동 5% 결제일 할인","[Daily Plan 서비스] 이동 5% 결제일 할인
- 주유 / 카쉐어링 / 주차 / 택시
영역 대상 가맹점
주유 SK에너지, GS칼텍스, HD현대오일뱅크, S-OIL
카쉐어링 쏘카
주차 주차장 업종, 카카오T 주차
택시 택시 업종, 카카오T 택시
- 각 영역(주유/카쉐어링/주차/택시) 별로 일 1회, 월 5회까지 할인됩니다. 
- 할인받기 전 이용금액 기준 1회 5만원까지 할인됩니다. 
- 주유 영역은 휘발유, 경유, 등유만 할인되며 LPG 이용금액은 할인되지 않습니다. 
- 카카오T 주차, 카카오T 택시는 공식 앱에 등록된 신한카드 Discount Plan+로 결제 시 할인됩니다. 
- 주차장 내 키오스크 등을 통한 현장 결제 시 주차장 업종이 아닌 PG 업종 등으로 결제되는 경우 할인되지 않습니다."
2835,8,기타,할인,5%,N,,,"생활
[Daily Plan 서비스] 생활 5% 결제일 할인","[Daily Plan 서비스] 생활 5% 결제일 할인
- 해외 / 병원·약국 / 미용실 / 온라인서점
영역 대상 가맹점
해외 해외 일시불
병원·약국 종합병원, 개인병원, 치과병원, 응급실운영병원, 약국 업종
미용실 이용, 미용 업종
온라인서점 교보문고, YES24
- 각 영역(해외/병원·약국/미용실/온라인서점) 별로 일 1회, 월 5회까지 할인됩니다. 
- 할인받기 전 이용금액 기준 1회 5만원까지 할인됩니다. 
- 해외 영역은 해외겸용(Mastercard) 카드 이용 시에만 할인되며, 최종 원화 청구금액을 기준으로 할인됩니다. 
- 해외 이용 시 별도의 수수료가 부과됩니다. 자세한 내용은 상품 안내장 뒷면 해외이용 확인사항을 확인해주시기 바랍니다. 
- 해외 영역은 해외 일시불 거래 후 할부로 전환하는 경우에는 할인되지 않습니다. 
- 해외 영역은 해외 온라인 사이트에서 국내 가맹점(국내 전자 지급결제 대행사)으로 결제되는 경우에는 할인되지 않습니다. 
- 해외 영역은 해외 단기카드대출, 해외 현금인출, 해외 가상화폐 또는 해외 사행성 가맹점 이용 시에는 할인되지 않습니다. 
- 온라인서점 영역은 대상 가맹점의 공식 홈페이지 또는 모바일앱 이용 시에만 할인됩니다."
2835,9,기타,할인,20%,N,,,"할인
[Plan Day 서비스] 매월 1일 Time Plan, Daily Plan 서비스 2배 할인","[Plan Day 서비스] 매월 1일 Time Plan, Daily Plan 서비스 2배 할인
- 매월 1일 Time Plan 서비스, Daily Plan 서비스 첫 번째 할인 거래에 할인율 2배 적용(서비스당 1회)
  *  [예시] 5월 1일
  ① 오전 10시 올리브영(잡화) 3만원 결제 → Plan Day 20% 할인 
  ② 오후 1시 스타벅스(커피) 5천원 결제 → Plan Day 20% 할인
  ③ 오후 2시 S-OIL(주유) 5만원 결제 → Daily Plan 5% 할인
  ④ 오후 5시 다이소(잡화) 2만원 결제 → 할인 제외(일1회 한도 초과)
- Time Plan 서비스, Daily Plan 서비스 각 1회(최대 2회) 적용되며, 각 서비스 대상 거래 중 승인 순서 기준으로 첫번째 거래에 적용됩니다.
- Daily Plan 서비스의 해외 영역에는 Plan Day 서비스가 적용되지 않습니다.
- Plan Day 서비스는 승인 시간 기준으로 매월 1일 23시 59분 59초까지 제공됩니다.
- Plan Day 서비스는 Time Plan 서비스, Daily Plan 서비스의 월 통합 할인 한도 및 일/월 횟수 한도 내에서 제공됩니다."
